lat,lon,scc_id
40.654252,-73.9202623,0
40.6543719,-73.9210912,0
40.6543348,-73.9200651,0
40.6542291,-73.9195654,0
40.6542101,-73.9189881,0
40.650479,-73.909631,0
40.6508701,-73.9088131,0
40.6624618,-73.9201037,0
40.66362,-73.930685,0
40.660437,-73.945413,0
40.660396,-73.946088,0
40.660362,-73.946645,0
40.660117,-73.950569,0
40.658693,-73.950416,0
40.657838,-73.950326,0
40.661495,-73.939886,0
40.660236,-73.937111,0
40.660947,-73.937188,0
40.660785,-73.939813,0
40.659718,-73.945336,0
40.659892,-73.94255,0
40.660074,-73.939734,0
40.659527,-73.937035,0
40.659364,-73.939659,0
40.658698,-73.936948,0
40.65853,-73.939569,0
40.659338,-73.927255,0
40.660295,-73.936136,0
40.658001,-73.935895,0
40.658061,-73.934962,0
40.661671,-73.937262,0
40.662397,-73.937341,0
40.662575,-73.934467,0
40.661864,-73.934392,0
40.661925,-73.933424,0
40.661331,-73.931406,0
40.661215,-73.933348,0
40.661148,-73.934316,0
40.660357,-73.935203,0
40.660415,-73.934231,0
40.658119,-73.933996,0
40.660532,-73.932336,0
40.658235,-73.93209,0
40.660594,-73.931325,0
40.658296,-73.931083,0
40.656684,-73.929898,0
40.65836,-73.930076,0
40.658418,-73.929143,0
40.656802,-73.927995,0
40.658478,-73.928172,0
40.658537,-73.927201,0
40.658419,-73.92624,0
40.658183,-73.924643,0
40.65768,-73.925407,0
40.657007,-73.924654,0
40.656921,-73.92609,0
40.65698,-73.925141,0
40.655694,-73.924983,0
40.6525,-73.92464,0
40.6511956,-73.9235115,0
40.6535856,-73.9228526,0
40.6531442,-73.9227662,0
40.653253,-73.922555,0
40.652318,-73.927514,0
40.653445,-73.936386,0
40.650701,-73.962645,0
40.6511629,-73.9628522,0
40.650298,-73.966145,0
40.650642,-73.965262,0
40.664514,-73.953787,0
40.664303,-73.957292,0
40.6682799,-73.9601727,0
40.67703,-73.95272,0
40.6786563,-73.9520236,0
40.6790631,-73.9519754,0
40.674713,-73.9689879,0
40.675492,-73.967519,0
40.6736981,-73.9695501,0
40.6752043,-73.9697494,0
40.675906,-73.969498,0
40.674502,-73.971429,0
40.677078,-73.973687,0
40.678328,-73.972027,0
40.679735,-73.97431,0
40.678639,-73.973509,0
40.680083,-73.9714087,0
40.686294,-73.985259,0
40.685324,-73.980702,0
40.687564,-73.9844,0
40.6849516,-73.9780928,0
40.6862776,-73.979089,0
40.6905514,-73.9826625,0
40.693679,-73.984267,0
40.6984155,-73.9839869,0
40.692894,-74.0002358,0
40.6931042,-74.000996,0
40.6943369,-74.0004718,0
40.7039467,-73.99339,0
40.699252,-73.987822,0
40.717279,-73.995429,0
40.718771,-73.9956863,0
40.7184578,-73.9948124,0
40.6992405,-73.9859209,0
40.6997786,-73.9863234,0
40.714435,-73.9944483,0
40.7158669,-73.9950437,0
40.7164964,-73.9947223,0
40.7169829,-73.9944661,0
40.7131809,-73.9924166,0
40.711534,-73.98062,0
40.7087599,-74.0180923,0
40.714383,-74.010128,0
40.714294,-74.011527,0
40.713846,-74.010561,0
40.708227,-74.006531,0
40.707905,-74.006021,0
40.707387,-74.005482,0
40.7059869,-74.0052181,0
40.703813,-74.008325,0
40.7015637,-74.0121716,0
40.713329,-74.011,0
40.7136343,-74.0116628,0
40.7127805,-74.01178,0
40.7120777,-74.0119898,0
40.7108101,-74.012422,0
40.710135,-74.012646,0
40.709687,-74.011674,0
40.710413,-74.009474,0
40.708614,-74.009371,0
40.707205,-74.005951,0
40.706982,-74.006456,0
40.7083571,-74.0076525,0
40.707858,-74.006838,0
40.707219,-74.007459,0
40.705624,-74.006766,0
40.706051,-74.007452,0
40.705447,-74.008007,0
40.7048603,-74.0088781,0
40.704545,-74.009462,0
40.7055418,-74.0090528,0
40.705148,-74.009984,0
40.705797,-74.009866,0
40.706953,-74.008996,0
40.706375,-74.00713,0
40.70734,-74.008645,0
40.707722,-74.008269,0
40.709044,-74.008893,0
40.709806,-74.009988,0
40.709154,-74.010542,0
40.708117,-74.009829,0
40.7075145,-74.0103794,0
40.7089803,-74.0121442,0
40.708797,-74.010846,0
40.6743926,-74.00438,0
40.6790714,-74.0182676,0
40.677919,-74.018044,0
40.677594,-74.017535,0
40.677898,-74.009544,0
40.685247,-74.000642,0
40.6869431,-73.9989348,0
40.685036,-73.999865,0
40.688498,-73.99907,0
40.689063,-74.000756,0
40.7016812,-73.9917601,0
40.7016579,-73.9923088,0
40.7009064,-73.9948215,0
40.7004723,-73.9955053,0
40.6939968,-73.9991037,0
40.6919238,-73.9994436,0
40.6913252,-73.9991859,0
40.6907411,-73.9989243,0
40.6902227,-73.9995542,0
40.6903117,-74.0001388,0
40.6899641,-74.0003096,0
40.689275,-73.999125,0
40.688616,-73.999431,0
40.687069,-74.001718,0
40.685492,-74.001501,0
40.6874728,-74.0005437,0
40.687747,-74.0013878,0
40.688414,-74.001067,0
40.687977,-73.999736,0
40.6871944,-73.9996981,0
40.687853,-73.999378,0
40.6882513,-73.9983414,0
40.6876281,-73.998691,0
40.687475,-73.99426,0
40.687885,-73.995497,0
40.692337,-73.998988,0
40.693601,-73.997609,0
40.692087,-73.998339,0
40.691851,-73.99749,0
40.693301,-73.995925,0
40.693439,-73.996716,0
40.6945552,-73.9986397,0
40.693751,-73.995331,0
40.693967,-73.996455,0
40.695242,-73.9958468,0
40.6956555,-73.9974079,0
40.695192,-73.9982303,0
40.6949744,-73.9977089,0
40.6945189,-73.9961962,0
40.694947,-73.9921,0
40.695036,-73.9890194,0
40.695074,-73.990092,0
40.6946811,-73.9888972,0
40.6939002,-73.9889519,0
40.6928067,-73.9887616,0
40.6931133,-73.9891168,0
40.690993,-73.991742,0
40.691181,-73.995068,0
40.690897,-73.994046,0
40.690345,-73.992053,0
40.6896884,-73.9923676,0
40.689135,-73.9906813,0
40.6897511,-73.9902412,0
40.688459,-73.982715,0
40.6887792,-73.9835545,0
40.689228,-73.984696,0
40.690163,-73.9871,0
40.692121,-73.984341,0
40.692158,-73.985279,0
40.690561,-73.985105,0
40.689631,-73.985739,0
40.689018,-73.986155,0
40.689246,-73.988722,0
40.689869,-73.988301,0
40.6903275,-73.9896421,0
40.693125,-73.987254,0
40.691084,-73.9864155,0
40.692195,-73.986272,0
40.692234,-73.987299,0
40.691458,-73.987348,0
40.690468,-73.987892,0
40.6924711,-73.9904855,0
40.6945581,-73.9906623,0
40.6937345,-73.9904195,0
40.692846,-73.993103,0
40.693605,-73.992744,0
40.6930392,-73.9907361,0
40.6925374,-73.9909916,0
40.692435,-73.994463,0
40.691535,-73.993736,0
40.692154,-73.993438,0
40.691597,-73.991448,0
40.6910267,-73.9893829,0
40.6920881,-73.988932,0
40.6931996,-73.9888505,0
40.694961,-73.987162,0
40.6950184,-73.9886116,0
40.699392,-73.992075,0
40.698745,-73.992392,0
40.696378,-73.995326,0
40.697888,-73.994605,0
40.696131,-73.996413,0
40.696311,-73.997078,0
40.698121,-73.995456,0
40.6983581,-73.9963043,0
40.699007,-73.996001,0
40.699422,-73.994834,0
40.698774,-73.995145,0
40.698535,-73.994292,0
40.699187,-73.99398,0
40.699658,-73.995688,0
40.700309,-73.995379,0
40.700072,-73.994529,0
40.699836,-73.993672,0
40.700691,-73.991454,0
40.7000511,-73.9917594,0
40.7004834,-73.993351,0
40.7008029,-73.9945974,0
40.7012349,-73.9934673,0
40.7014774,-73.9918432,0
40.701064,-73.991296,0
40.7007791,-73.9909683,0
40.7007646,-73.9903641,0
40.7001964,-73.988705,0
40.7007049,-73.9886829,0
40.702488,-73.988535,0
40.703157,-73.9887372,0
40.7038849,-73.9906297,0
40.7038483,-73.9894966,0
40.7037855,-73.9875501,0
40.7036268,-73.9826366,0
40.6982386,-73.9754191,0
40.7006174,-73.9789328,0
40.6998952,-73.9781692,0
40.700347,-73.977438,0
40.7018559,-73.9759283,0
40.700841,-73.976639,0
40.702916,-73.977152,0
40.7020122,-73.9760257,0
40.702212,-73.976449,0
40.701568,-73.977476,0
40.700619,-73.977016,0
40.700129,-73.975843,0
40.6998706,-73.976245,0
40.698116,-73.973311,0
40.698842,-73.973269,0
40.6956999,-73.9683396,0
40.7016833,-73.965654,0
40.7023262,-73.9664664,0
40.6979375,-73.9653232,0
40.697892,-73.9659872,0
40.6989911,-73.9660102,0
40.699028,-73.967061,0
40.693628,-73.964054,0
40.693515,-73.964984,0
40.6956023,-73.9653999,0
40.6955825,-73.9646395,0
40.69386,-73.962211,0
40.693733,-73.963127,0
40.695887,-73.9635653,0
40.696088,-73.962643,0
40.697737,-73.960925,0
40.697933,-73.959291,0
40.69784,-73.960065,0
40.699833,-73.936963,0
40.699409,-73.936216,0
40.698186,-73.937391,0
40.6962868,-73.9347134,0
40.6941478,-73.940267,0
40.688711,-73.954975,0
40.690175,-73.955266,0
40.693497,-73.945932,0
40.69244,-73.948622,0
40.693172,-73.948768,0
40.6971798,-73.9466366,0
40.6964523,-73.9464947,0
40.695704,-73.946366,0
40.695378,-73.949207,0
40.695004,-73.952489,0
40.693905,-73.948914,0
40.69529,-73.9433789,0
40.694962,-73.946223,0
40.694637,-73.94906,0
40.694263,-73.952341,0
40.693205,-73.953989,0
40.6924046,-73.9529831,0
40.693308,-73.953098,0
40.693526,-73.952193,0
40.692794,-73.95205,0
40.692063,-73.951902,0
40.690242,-73.948185,0
40.690974,-73.948331,0
40.692033,-73.945642,0
40.691707,-73.948476,0
40.69133,-73.951757,0
